id,group_pref,member_count,group_order_1,group_order_2,group_order_3,group_order_4,group_order_5,group_order_6,result
aa3119a3-ba59-4350-a5b7-636ab5a918db,"4,7,6,3,5,1",2,4,7,6,3,5,1,4
4efa6e7e-69a7-4ad5-a998-55a3a78d655c,"7,1,6,5,4,3",1,7,1,6,5,4,3,7
37e71c5b-ba0b-4f02-ae2b-16bed9e19482,"6,1,3,7,4,5",1,6,1,3,7,4,5,1
16844520-3745-43ca-8ea3-8b87f03bf16d,"4,3,7,1,5,6",1,4,3,7,1,5,6,1
0e9a167e-3594-4fc7-a758-174e25040340,"6,7,4,5,1,3",1,6,7,4,5,1,3,5
b51a87a9-822f-40d0-8a13-07d9a0575778,"6,7,5,4,1,3",3,6,7,5,4,1,3,6
5bb322aa-39b7-4027-b89d-109c997c4df3,"6,4,5,3,7,1",3,6,4,5,3,7,1,6
f7342453-0d94-4ffe-b9ed-d64a1d8f3a8c,"4,3,1,6,7,5",1,4,3,1,6,7,5,1
036cd751-d736-42a1-b88f-10d008271f03,"4,6,7,5,3,1",3,4,6,7,5,3,1,4
45700bdc-d281-494a-9df8-fe1e57437373,"4,5,1,6,3,7",1,4,5,1,6,3,7,4
dd8dc3e8-5cbe-475f-b71d-186993ba594c,"7,4,6,3,1,5",1,7,4,6,3,1,5,7
82f143d7-0247-4187-b5bc-44d212131d35,"6,7,1,3,4,5",1,6,7,1,3,4,5,1
69f3f340-059d-44fd-ae96-769ebefc0edf,"4,5,3,7,6,1",3,4,5,3,7,6,1,4
88217cd1-b503-42be-8e5b-40568f227946,"3,4,6,1,5,7",1,3,4,6,1,5,7,3
938d2444-81dd-4337-b769-40374420885f,"7,6,4,3,1,5",3,7,6,4,3,1,5,7
29736b1b-45a3-4217-87de-bc82814cbeab,"6,3,1,7,4,5",1,6,3,1,7,4,5,1
5e682756-1d98-4f15-9aa6-a75c3f302ae7,"5,1,3,6,4,7",1,5,1,3,6,4,7,5
8437d796-83c7-4b97-95bc-a89b98b19c56,"6,7,1,3,4,5",2,6,7,1,3,4,5,6
7d87141d-3edf-4901-b734-1847c0494c54,"6,7,1,3,5,4",1,6,7,1,3,5,4,1
c4322099-d8d6-43e9-a12c-9eb65caf3cf7,"6,1,7,5,3,4",1,6,1,7,5,3,4,6
d6369651-9232-4df5-8efb-0259d973a19a,"4,3,6,1,7,5",1,4,3,6,1,7,5,4
d008af15-7b05-4f06-8236-5d3c55fa6a18,"5,4,1,7,3,6",1,5,4,1,7,3,6,5
e1579d79-a5a6-4c99-90c8-c8171c49aa31,"1,5,6,4,3,7",2,1,5,6,4,3,7,1
e79018e0-fab2-49c7-8b4d-090fa436ad75,"4,3,1,6,7,5",2,4,3,1,6,7,5,4
bcd16f48-24cf-45ec-9e1a-b6de0b3c4dd4,"5,4,7,3,1,6",2,5,4,7,3,1,6,5
44a416d2-aa2d-4909-b594-586b55e7f426,"7,3,6,1,5,4",2,7,3,6,1,5,4,7
cd8fb941-a9cb-4a8b-9d0d-82bba3a4cf3e,"1,4,3,7,6,5",1,1,4,3,7,6,5,1
6bbb95ed-ede8-423f-97a1-0305b8a8c021,"4,3,6,1,7,5",2,4,3,6,1,7,5,4
7c89c071-355f-4482-a767-f15988dec1c4,"3,4,1,5,7,6",1,3,4,1,5,7,6,1
8bddc1d1-64f7-42d6-a7a5-b4a1888b2b9d,"6,4,3,7,1,5",1,6,4,3,7,1,5,5
d24aac0b-2a86-45ec-99a2-3b14ed13aaa7,"4,7,6,5,3,1",1,4,7,6,5,3,1,4
070e7499-0e8c-4c06-8ccf-eaef4a2a0f80,"1,6,3,4,7,5",1,1,6,3,4,7,5,1
92b6a231-f5eb-49eb-91ee-e491257c997c,"4,7,6,1,5,3",3,4,7,6,1,5,3,1
0ec37efb-f7f5-4cbb-88e1-21cb7d11b3a4,"7,4,5,1,6,3",1,7,4,5,1,6,3,7
1f778f16-4b0d-4054-b81b-0344f104660b,"4,5,3,6,1,7",1,4,5,3,6,1,7,5
51d815df-7929-4f9a-abcc-6b6010f9ebfc,"1,6,3,7,4,5",3,1,6,3,7,4,5,1
bdceede7-331a-4892-af19-2ad91fd7e2f6,"4,7,6,1,5,3",2,4,7,6,1,5,3,4
5cc9e68b-0921-4421-8d6f-55c39f8590a3,"4,6,3,1,7,5",1,4,6,3,1,7,5,4
bb4195f0-b56b-4899-985f-acf51c5d03d6,"4,6,7,5,1,3",1,4,6,7,5,1,3,5
7594702f-7374-4f0b-9edf-5d6fc75ae66e,"6,4,7,5,3,1",1,6,4,7,5,3,1,6
4d05da2c-93a3-4b1b-b5d1-359bb706bd32,"6,7,3,1,4,5",1,6,7,3,1,4,5,6
1bbc6996-a342-4c67-ab40-f0ae8a6bcc07,"6,3,5,7,1,4",1,6,3,5,7,1,4,5
b4060702-5f25-4cbd-b5ab-e25385a73fa9,"4,5,3,7,6,1",1,4,5,3,7,6,1,4
c500f9f5-049c-4374-8e18-22b68922bd81,"6,4,5,1,7,3",1,6,4,5,1,7,3,5
cb2c42ac-f66f-4185-b521-9eac7bee2bad,"4,6,7,5,1,3",3,4,6,7,5,1,3,4
5e856790-0faa-484d-8445-0d8387af5fe7,"6,4,7,3,5,1",3,6,4,7,3,5,1,6
3411480a-668b-47b3-8471-5c6cb7fc3a21,"6,4,7,3,1,5",3,6,4,7,3,1,5,6
cd62df17-d3dd-4ad2-9349-e5dfe2a1c6b1,"4,5,3,1,6,7",3,4,5,3,1,6,7,5
e797386e-ccc3-43e1-8bb4-fc31ebce1938,"3,4,7,6,5,1",3,3,4,7,6,5,1,3
99d7a98d-9258-4e06-a0dc-45ea8a3304a3,"3,1,5,4,7,6",1,3,1,5,4,7,6,3
724bc0a4-9430-455e-8238-77cb2c7fb75a,"7,6,3,4,5,1",1,7,6,3,4,5,1,7
316940b8-b9db-4bb7-9cef-6eb08e2838ea,"4,6,5,1,3,7",1,4,6,5,1,3,7,5
ebad1dcc-a2a9-412f-b064-08006d0bfa21,"7,3,6,4,5,1",1,7,3,6,4,5,1,7
094f2ad5-94f0-41a7-8da7-368d6a354390,"1,7,3,6,4,5",1,1,7,3,6,4,5,1
f603466f-a7c4-4489-9955-c17a633d5832,"3,6,4,7,1,5",1,3,6,4,7,1,5,1
df85641b-2a62-42f2-8ce3-41b602a1e032,"5,4,6,1,3,7",1,5,4,6,1,3,7,5
39490782-b194-4f59-8bf6-f7e45fca0865,"6,4,5,1,7,3",1,6,4,5,1,7,3,5
231eaff8-3256-45f5-956f-a74d15057ae0,"6,4,5,1,7,3",1,6,4,5,1,7,3,5
42bf4986-efc8-41e6-9c1f-c11fa75aacc8,"4,5,3,1,6,7",3,4,5,3,1,6,7,4
cce26b4f-db23-47ff-97f7-ee5f82247972,"6,4,5,1,7,3",2,6,4,5,1,7,3,6
188286e0-e393-41bb-a3b6-1f187e604eba,"4,6,5,1,3,7",1,4,6,5,1,3,7,5
6358813b-44e4-4fe1-84f2-e95284e4ce91,"6,4,5,1,7,3",1,6,4,5,1,7,3,5
e7938115-5d91-40c5-b2ea-a2b43c8f5a1b,"6,4,7,3,5,1",2,6,4,7,3,5,1,5
b2e7c371-fd5d-4547-85d6-9f0ebf5e0b12,"4,1,3,7,6,5",1,4,1,3,7,6,5,1
2a9cafab-1e50-4f48-9da3-fde0db5d9434,"6,7,3,1,5,4",1,6,7,3,1,5,4,1
8ee68250-c5f9-4673-ab43-6ebde979572e,"4,1,7,3,5,6",1,4,1,7,3,5,6,4
92d4829f-aa71-4370-9e1b-0d0c39e0aa0e,"1,7,3,6,4,5",3,1,7,3,6,4,5,1
e5b397d4-7a05-4706-996a-6379cbc7a2f3,"6,7,3,1,5,4",2,6,7,3,1,5,4,1
05d2895a-1778-409e-9d18-60f9c8f3718f,"1,3,7,5,6,4",3,1,3,7,5,6,4,1
51418041-46fc-43b0-b776-f0d165065711,"6,7,1,3,4,5",1,6,7,1,3,4,5,1
53c3f6bb-9e08-4c68-8a17-86121e1e0dda,"3,6,4,1,5,7",1,3,6,4,1,5,7,1
c2703876-6464-4daa-9b2e-b9098e06f2ea,"3,1,6,4,5,7",2,3,1,6,4,5,7,3
70ac42ad-1cdd-4206-ae78-fff6daea78f0,"6,4,7,3,1,5",1,6,4,7,3,1,5,6
c2a87458-5212-47ea-8d9d-6d40960e85bc,"7,6,3,4,1,5",1,7,6,3,4,1,5,7
595856fb-42b4-4012-9512-8f2706212333,"6,4,7,3,5,1",3,6,4,7,3,5,1,6
d1bbd753-2b2f-4876-b2a5-1f493d67bb36,"7,3,4,6,5,1",2,7,3,4,6,5,1,7
8e6cc639-4735-4b22-a03e-aa85f354d38d,"3,7,6,1,4,5",1,3,7,6,1,4,5,3
e00b10f5-3f60-48de-ac18-5b387137b8a8,"6,7,4,1,3,5",2,6,7,4,1,3,5,1
c990ad30-eeeb-43ba-9cb0-dbdcea05fbb3,"4,5,7,6,3,1",1,4,5,7,6,3,1,5
3de93fd7-c975-46d6-815b-36fba73f5372,"7,4,6,3,5,1",2,7,4,6,3,5,1,7
81efaed2-0fa4-4837-b661-1b04ce273713,"7,6,1,5,4,3",1,7,6,1,5,4,3,7
5aee679e-1683-4c0b-9e20-cb5e3bcea7f8,"3,6,4,7,1,5",1,3,6,4,7,1,5,5
78ec4a74-6c58-46c7-8123-a15dc5f148e0,"4,6,7,5,1,3",1,4,6,7,5,1,3,4
8c4c2eab-e4f8-485b-85b6-b4127e7c11ca,"4,3,6,5,7,1",1,4,3,6,5,7,1,4
73568913-a148-4629-a6ee-9c96c27a6023,"5,4,1,7,3,6",1,5,4,1,7,3,6,5
575ba4c9-7d3c-415f-8275-359ac4c69dec,"4,3,6,5,1,7",1,4,3,6,5,1,7,4
e51b15ec-b4a5-4101-8768-5090ff326cfa,"3,4,1,5,6,7",1,3,4,1,5,6,7,1
f3f38b46-952d-4cba-9841-b83f682e8374,"3,5,6,4,7,1",1,3,5,6,4,7,1,3
e0362d68-9b41-4dad-8d8d-f993facbd13d,"6,3,4,7,1,5",1,6,3,4,7,1,5,5
06373a73-a085-4da4-b6e0-7e3b205413ed,"6,3,4,1,5,7",1,6,3,4,1,5,7,1
baeaa7b6-39f6-49ad-942f-54593ecd3c67,"1,7,6,3,5,4",3,1,7,6,3,5,4,1
c19a1239-ef5b-44d6-9874-c30f3255706c,"5,4,7,3,1,6",1,5,4,7,3,1,6,5
4f61852c-535b-432b-bf02-87c61db622b4,"1,7,6,3,5,4",2,1,7,6,3,5,4,1
98e9cb9a-e420-4dfd-bd54-c92b0094c1fa,"6,4,1,7,5,3",1,6,4,1,7,5,3,1
44349f04-8d59-4f31-b58d-dd780cfae0cb,"4,3,6,5,1,7",1,4,3,6,5,1,7,4
6c6889b1-aef3-4dc0-a180-ee2cd4d90e4f,"7,4,1,3,6,5",1,7,4,1,3,6,5,7
aaf85346-76c3-41ad-8578-2c8d138f2532,"7,1,5,3,4,6",1,7,1,5,3,4,6,7
b4b26959-52a6-4088-9787-3b8dfea25bb9,"4,7,1,5,6,3",3,4,7,1,5,6,3,4
7017b151-42f5-4e09-ae9d-e5d6f9495e20,"6,7,1,3,4,5",1,6,7,1,3,4,5,6
12b3bd28-ab39-4363-9eb0-0076b85820bd,"4,6,7,1,5,3",3,4,6,7,1,5,3,4
0181e1f7-88b6-4f59-a670-340aeaa0fb78,"6,7,4,3,5,1",1,6,7,4,3,5,1,5
a1543982-7200-4a63-a231-61635cf6480b,"5,6,1,7,4,3",1,5,6,1,7,4,3,5
fe4583a7-7465-41db-94ec-f089b92e4ceb,"6,4,3,7,1,5",1,6,4,3,7,1,5,6
fb690d4b-6c80-434a-9a0e-756640cf180f,"4,7,3,6,1,5",3,4,7,3,6,1,5,5
396d3300-3f21-46a3-96ba-595ac706654a,"5,3,6,7,4,1",3,5,3,6,7,4,1,5
db64abaf-c3e6-457a-aec0-0e74927c8feb,"7,4,5,3,6,1",1,7,4,5,3,6,1,7
f3eff215-d4f7-4991-ba95-927cadd58148,"3,4,7,6,5,1",1,3,4,7,6,5,1,3
28186aaa-f09c-4a54-869a-736713145fe7,"5,3,7,4,6,1",1,5,3,7,4,6,1,5
d662c6d2-2e69-43eb-8495-22e0351bdf7b,"3,4,6,1,5,7",1,3,4,6,1,5,7,3
d6f1d7e6-914f-4956-b9bb-2f6fe17029c6,"6,3,7,1,5,4",1,6,3,7,1,5,4,6
9041d75d-dec6-46f2-98e1-07a1be773347,"3,6,7,1,5,4",1,3,6,7,1,5,4,3
94ea6164-fcfe-4b9f-a8d3-0e55229a47d9,"4,6,3,7,5,1",1,4,6,3,7,5,1,4
7e60dca2-8493-4bbf-8a0d-5dac9e9402c3,"5,6,4,1,3,7",1,5,6,4,1,3,7,5
df4ff641-e96d-4e4a-97fb-692fa58018c0,"7,6,1,3,4,5",1,7,6,1,3,4,5,7
88eb89be-86e8-4e0e-af50-e6ca1d049466,"6,4,5,7,1,3",3,6,4,5,7,1,3,6
2f7b8163-34c3-48ea-aa95-0b9b2a84c5c0,"5,1,4,6,3,7",1,5,1,4,6,3,7,5
c457f4ab-4c4c-469e-bba9-84feebe4afc6,"3,4,7,6,1,5",3,3,4,7,6,1,5,3
683209b1-6bca-4db4-bb43-f434bdab546e,"3,5,4,7,1,6",1,3,5,4,7,1,6,3
5b1f041f-6f3d-421b-8ca1-4ba2339fb583,"7,4,3,6,5,1",1,7,4,3,6,5,1,7
40955b2d-3a94-420c-96d5-aaf5578193d6,"6,3,1,5,4,7",1,6,3,1,5,4,7,6
e60f458f-e8e2-44fa-88ff-1dce74ef8823,"3,1,6,5,7,4",1,3,1,6,5,7,4,3
289518f1-9dc5-4246-981f-075c665ffdfb,"1,7,6,3,5,4",3,1,7,6,3,5,4,1
b6c87fc3-d687-4db9-bd18-54a01d4aae7b,"5,6,1,7,4,3",1,5,6,1,7,4,3,5
c5cd4552-fb8f-45b3-9d59-d14e7757af9f,"6,3,1,4,5,7",1,6,3,1,4,5,7,1
4dcca5d6-d4fd-461a-9c9b-4f18ba731d69,"6,3,7,4,1,5",3,6,3,7,4,1,5,6
4a6df139-a263-4b65-94c3-9fa3ce2e0f4c,"6,4,5,3,1,7",1,6,4,5,3,1,7,6
d24c3607-2891-46d4-8c48-776a7b049798,"6,1,4,3,7,5",1,6,1,4,3,7,5,1
23ff0f90-ace4-4be7-bbff-464d08e242b6,"6,7,4,3,5,1",1,6,7,4,3,5,1,7
e84a6e7b-807d-42d9-a875-85cfe6acb1ac,"3,7,4,5,6,1",2,3,7,4,5,6,1,3
34e75779-be94-4314-89ec-ffa9f5f9c53b,"6,3,5,7,1,4",1,6,3,5,7,1,4,6
d3386941-1469-4cb3-80fe-841e570dc9c1,"4,7,6,3,5,1",1,4,7,6,3,5,1,5
a9069ca0-c6e5-43b1-afb3-f04a4ec1ad57,"1,6,7,3,4,5",1,1,6,7,3,4,5,1
985a7a87-9eb8-45a7-90c3-52ea9e2d6839,"1,3,7,4,6,5",1,1,3,7,4,6,5,1
95e2818f-d12d-43c1-b19b-fe52b92c6d94,"6,7,3,1,4,5",3,6,7,3,1,4,5,7
10884c79-3850-4735-b11d-49c807860360,"4,3,5,6,7,1",1,4,3,5,6,7,1,5
cce51d26-87b6-47db-981c-fdd6b68bfe9b,"6,7,4,3,1,5",1,6,7,4,3,1,5,5
13f60b42-2bee-4f32-9b78-8a73e5ac5353,"3,5,6,7,4,1",1,3,5,6,7,4,1,3
da9cb16e-456a-485e-8314-d7ede92d0232,"3,6,4,5,1,7",1,3,6,4,5,1,7,3
45cbd60e-4fd5-4832-94d3-bbd2474d4e76,"7,3,1,6,4,5",1,7,3,1,6,4,5,7
1e5baebf-20e9-4bdd-8193-5806dbd35d53,"3,4,5,1,7,6",1,3,4,5,1,7,6,5
288c9306-4400-47b6-a726-1cc09fc5afa0,"7,1,5,6,4,3",1,7,1,5,6,4,3,7
228a5b7a-d6e9-4768-8765-16670159037a,"5,6,3,1,7,4",1,5,6,3,1,7,4,5
b7c00609-06c3-4f5c-98e9-221c67096421,"7,1,5,3,4,6",1,7,1,5,3,4,6,7
6e44e690-8935-4a45-b20b-6034a4d1bd96,"7,6,3,1,5,4",1,7,6,3,1,5,4,7
82a5578a-c6c0-4900-ab71-c5c2ccf07059,"5,3,4,1,6,7",1,5,3,4,1,6,7,5
903a25fd-7a6f-4476-9447-75fc3da46159,"4,3,1,5,6,7",1,4,3,1,5,6,7,4
b33b1748-24b5-44bc-a1ff-c41a1ec5ae39,"6,4,7,5,3,1",1,6,4,7,5,3,1,6
73af7c70-d9b4-4d87-9340-3b82cf0c0036,"6,4,5,3,7,1",2,6,4,5,3,7,1,5
2aca9a73-b2ae-49f5-a053-e01e7d9c7048,"3,6,5,4,1,7",1,3,6,5,4,1,7,3
37a97aa6-e007-4cf5-b6d9-6d1201f199f8,"6,5,7,3,1,4",1,6,5,7,3,1,4,5
1a215e02-f28b-4019-825b-a722d49a4cf4,"3,6,4,7,1,5",1,3,6,4,7,1,5,3
a8295f4f-fad5-47bb-949e-9b153ee2a9e5,"1,3,5,6,4,7",1,1,3,5,6,4,7,1
f5dae8dc-d2c0-4bf0-a42a-566c13bd8210,"6,1,3,7,4,5",2,6,1,3,7,4,5,6
feb92952-bae6-43d7-ac25-c9e1e248833e,"3,6,4,5,1,7",3,3,6,4,5,1,7,5
32473861-e193-4c6d-8b9d-60007aa805c9,"6,4,5,1,7,3",2,6,4,5,1,7,3,5
5157383d-3777-4d4d-bd26-adcbe5ee173e,"6,1,7,4,3,5",2,6,1,7,4,3,5,6
092bdb02-00b4-4b45-b3a3-ce820942e5b0,"1,4,3,5,6,7",1,1,4,3,5,6,7,1
a891a753-3b77-45cf-94a9-cabcaa3997dc,"4,6,3,5,1,7",3,4,6,3,5,1,7,4
cf6f40ad-d87c-4ad9-b446-ff705f8660cf,"6,7,4,1,5,3",1,6,7,4,1,5,3,1
20332cb9-c9d0-47e8-b9b2-43341b24f85d,"7,5,6,1,3,4",1,7,5,6,1,3,4,7
04c3bbbe-4e98-439e-982b-05c4c9c8eb3f,"7,6,3,1,5,4",1,7,6,3,1,5,4,7
de7783b9-9a6e-430c-9f80-7e8e51137365,"7,6,1,4,3,5",1,7,6,1,4,3,5,7
5b53739d-1471-420e-867f-ab0ad4b8840a,"1,4,6,7,5,3",1,1,4,6,7,5,3,1
ebe83d54-ffa3-4912-afd1-34130a94544a,"6,4,3,1,5,7",1,6,4,3,1,5,7,6
e89e82df-ac04-43af-a494-03b1b6f9a12c,"4,3,6,1,5,7",3,4,3,6,1,5,7,1
450543ff-23da-4a05-aa25-482c0050c9d7,"6,3,4,5,7,1",1,6,3,4,5,7,1,6
ec5d9bed-4174-443c-96e8-2dc0b78aad16,"4,5,3,1,6,7",3,4,5,3,1,6,7,5
76be1337-9aba-48b0-8e67-f1a68a51d007,"4,6,5,3,7,1",1,4,6,5,3,7,1,4
90cb447b-4166-4d0f-bb1d-ce92e3eded4d,"3,4,1,6,5,7",2,3,4,1,6,5,7,3
87ca5d94-40ec-46f6-aa93-1223eec13e46,"4,6,7,5,3,1",2,4,6,7,5,3,1,5
571ba3e1-87ca-46ed-9c86-39cc319133de,"3,5,6,4,1,7",2,3,5,6,4,1,7,3
8ae5ca72-5f3b-45fd-96f0-8427b791ab94,"5,6,7,4,1,3",2,5,6,7,4,1,3,5
4fe5cd8f-9577-4bee-beea-dfee1b6a42a5,"4,5,3,1,7,6",1,4,5,3,1,7,6,4
8aa858ed-656c-4a70-ab62-9702444989e2,"3,1,5,7,4,6",1,3,1,5,7,4,6,3
e4bd974e-d351-45a5-9b18-8de3f7f94bb6,"7,4,5,6,1,3",1,7,4,5,6,1,3,7
e0c4195f-558c-43d7-9b74-888c4041663d,"3,4,6,1,5,7",1,3,4,6,1,5,7,3
9a7498f6-699e-48f6-b60a-cb210a164542,"4,3,1,6,7,5",1,4,3,1,6,7,5,4
07e697d4-1943-4ea7-a802-4ba535178ff3,"3,4,6,7,1,5",1,3,4,6,7,1,5,3
6ac927f5-14c3-4d42-901c-b5b7dcb549b2,"3,4,6,1,7,5",1,3,4,6,1,7,5,3
93573253-7127-4248-83c2-1f55d1c3ad61,"7,1,4,3,6,5",1,7,1,4,3,6,5,7
bb92c184-4c42-459e-96f5-74b3f10ac149,"7,6,1,5,3,4",3,7,6,1,5,3,4,7
8974ce68-7e4e-455c-bc72-dcf3b6d8dffe,"6,4,5,7,3,1",2,6,4,5,7,3,1,5
eae11bbf-94bc-4634-bb48-8efce69fe161,"4,5,7,6,3,1",1,4,5,7,6,3,1,5
c585118e-bf31-4960-baed-4d2bbce111f3,"6,7,4,1,3,5",3,6,7,4,1,3,5,6
e867e84d-84cd-4a81-8c00-5ae429e93520,"6,3,1,5,7,4",1,6,3,1,5,7,4,6
b706d33f-c6a0-48c8-b38d-75f31da6286e,"5,1,4,6,7,3",1,5,1,4,6,7,3,5
972d8fb1-14a1-4bf9-969c-d586e38fb17c,"7,6,3,1,5,4",1,7,6,3,1,5,4,7
974586d0-7f0d-4eb1-ba1b-469ef607d068,"3,4,6,1,5,7",1,3,4,6,1,5,7,3
f5227649-2aa7-4181-bdca-82ff1e962a89,"6,4,7,1,5,3",2,6,4,7,1,5,3,1
7990ed7f-caa2-49f1-aced-fa13016f66ff,"4,7,5,6,3,1",1,4,7,5,6,3,1,4
d051ab17-f1b4-45cc-b798-756ec539780c,"6,4,1,5,7,3",3,6,4,1,5,7,3,6
08c7ace3-4eac-4e00-934e-6cd56b93cc9b,"3,1,4,5,6,7",1,3,1,4,5,6,7,3
3c176c6d-f313-4d26-8ab0-c9646ec39991,"7,4,1,3,6,5",1,7,4,1,3,6,5,7
6a068b1d-c3c0-4215-b6a6-d951e0cf434c,"6,4,3,7,5,1",1,6,4,3,7,5,1,6
cedb97fe-668c-4bd3-98a0-7f39e60c5821,"3,5,1,6,4,7",1,3,5,1,6,4,7,3
5ace2e30-94fa-476a-a346-4302a75f72ad,"5,4,6,3,1,7",2,5,4,6,3,1,7,5
25e54e92-2068-4e58-b1bf-3d163275c26c,"4,6,7,1,5,3",1,4,6,7,1,5,3,4
68ecc204-3f66-4148-ada7-3f96bf48770d,"4,7,6,1,3,5",1,4,7,6,1,3,5,4
2b6a33ef-beac-427c-9fb6-61626efc325f,"4,1,5,6,3,7",1,4,1,5,6,3,7,4
0bbab9a5-39a4-4a54-97d5-828f930dfe4f,"7,5,6,4,1,3",1,7,5,6,4,1,3,7
94e13198-a29b-483d-9944-c0515b43e115,"3,7,5,1,4,6",1,3,7,5,1,4,6,5
a7da6a30-8ab1-49af-9e06-e33b207f2093,"4,1,3,6,5,7",1,4,1,3,6,5,7,4
f2a2f154-d331-4a96-9d5a-1fb9fdd5dfe9,"5,7,1,3,4,6",1,5,7,1,3,4,6,5
e023a923-c765-4658-b458-aa08192e785f,"4,7,6,3,5,1",1,4,7,6,3,5,1,4
8e31d0e5-46b2-48d3-925a-d0ec35dbe67f,"4,3,7,1,5,6",1,4,3,7,1,5,6,4
60548c20-2fe5-4d89-aee4-5fbc12802bd5,"6,7,1,4,3,5",1,6,7,1,4,3,5,1
444d0cc0-f36f-48f6-acd7-0febddab47c3,"7,6,4,3,5,1",2,7,6,4,3,5,1,7
d08965a0-ca52-4e4d-8711-cbaec9d5d65e,"7,3,6,4,5,1",3,7,3,6,4,5,1,7
bd219e73-8d0f-4ed2-bbe7-dd3f2c2d440f,"3,4,1,6,7,5",1,3,4,1,6,7,5,3
e3ecb448-8fee-498d-9b65-00767d50832f,"4,3,7,6,5,1",2,4,3,7,6,5,1,4
0b713197-9e1e-44d6-86db-fb7141ac7e0b,"4,6,3,5,1,7",1,4,6,3,5,1,7,4
b64278ad-11dd-46c7-ae38-0b211b57fbeb,"7,6,5,4,3,1",3,7,6,5,4,3,1,7
6e60a51e-5fd7-4233-9053-56c7e771c5bc,"4,5,7,3,6,1",1,4,5,7,3,6,1,4
b937d1a5-6aea-40b2-a226-11f3e866a68d,"3,7,4,6,1,5",1,3,7,4,6,1,5,3
959f881a-310f-4e23-b715-1cef16e97869,"3,4,1,5,7,6",1,3,4,1,5,7,6,3
b7edde69-726b-4e09-a6c3-9d9b95fd9b4a,"6,5,7,1,3,4",1,6,5,7,1,3,4,5
77b3a72b-fd79-4d5b-9537-2ad7df143cbd,"4,6,3,1,7,5",1,4,6,3,1,7,5,4
1abaf1d3-b2df-46eb-8ed2-652e98151862,"4,1,6,3,7,5",1,4,1,6,3,7,5,4
a110e189-88aa-44ce-866e-3e87b9b1e61c,"4,3,5,6,1,7",1,4,3,5,6,1,7,4
